scan_location,location_id,hub_type,business_step,event_type,operator_id,device_id,epc_code,epc_header,epc_company,epc_product,epc_lot,epc_manufacture,epc_serial,product_name,event_time,manufacture_date,expiry_date,factory,svm_prediction,anomaly_type
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012002,1.0,8805843.0,2190354.0,10008.0,20250701.0,12002.0,Product 8,2025-07-01 10:55:40,2025-07-01 10:55:40,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012003,1.0,8805843.0,2190354.0,10008.0,20250701.0,12003.0,Product 8,2025-07-01 10:55:41,2025-07-01 10:55:41,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012004,1.0,8805843.0,2190354.0,10008.0,20250701.0,12004.0,Product 8,2025-07-01 10:55:41,2025-07-01 10:55:41,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012005,1.0,8805843.0,2190354.0,10008.0,20250701.0,12005.0,Product 8,2025-07-01 10:55:41,2025-07-01 10:55:41,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012006,1.0,8805843.0,2190354.0,10008.0,20250701.0,12006.0,Product 8,2025-07-01 10:55:41,2025-07-01 10:55:41,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012007,1.0,8805843.0,2190354.0,10008.0,20250701.0,12007.0,Product 8,2025-07-01 10:55:41,2025-07-01 10:55:41,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012008,1.0,8805843.0,2190354.0,10008.0,20250701.0,12008.0,Product 8,2025-07-01 10:55:41,2025-07-01 10:55:41,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012009,1.0,8805843.0,2190354.0,10008.0,20250701.0,12009.0,Product 8,2025-07-01 10:55:41,2025-07-01 10:55:41,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012010,1.0,8805843.0,2190354.0,10008.0,20250701.0,12010.0,Product 8,2025-07-01 10:55:42,2025-07-01 10:55:42,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012011,1.0,8805843.0,2190354.0,10008.0,20250701.0,12011.0,Product 8,2025-07-01 10:55:42,2025-07-01 10:55:42,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012012,1.0,8805843.0,2190354.0,10008.0,20250701.0,12012.0,Product 8,2025-07-01 10:55:42,2025-07-01 10:55:42,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012013,1.0,8805843.0,2190354.0,10008.0,20250701.0,12013.0,Product 8,2025-07-01 10:55:42,2025-07-01 10:55:42,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012014,1.0,8805843.0,2190354.0,10008.0,20250701.0,12014.0,Product 8,2025-07-01 10:55:42,2025-07-01 10:55:42,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012015,1.0,8805843.0,2190354.0,10008.0,20250701.0,12015.0,Product 8,2025-07-01 10:55:42,2025-07-01 10:55:42,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012016,1.0,8805843.0,2190354.0,10008.0,20250701.0,12016.0,Product 8,2025-07-01 10:55:43,2025-07-01 10:55:43,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012017,1.0,8805843.0,2190354.0,10008.0,20250701.0,12017.0,Product 8,2025-07-01 10:55:43,2025-07-01 10:55:43,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012018,1.0,8805843.0,2190354.0,10008.0,20250701.0,12018.0,Product 8,2025-07-01 10:55:43,2025-07-01 10:55:43,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012019,1.0,8805843.0,2190354.0,10008.0,20250701.0,12019.0,Product 8,2025-07-01 10:55:43,2025-07-01 10:55:43,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012020,1.0,8805843.0,2190354.0,10008.0,20250701.0,12020.0,Product 8,2025-07-01 10:55:43,2025-07-01 10:55:43,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012021,1.0,8805843.0,2190354.0,10008.0,20250701.0,12021.0,Product 8,2025-07-01 10:55:43,2025-07-01 10:55:43,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012022,1.0,8805843.0,2190354.0,10008.0,20250701.0,12022.0,Product 8,2025-07-01 10:55:43,2025-07-01 10:55:43,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012023,1.0,8805843.0,2190354.0,10008.0,20250701.0,12023.0,Product 8,2025-07-01 10:55:44,2025-07-01 10:55:44,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012024,1.0,8805843.0,2190354.0,10008.0,20250701.0,12024.0,Product 8,2025-07-01 10:55:44,2025-07-01 10:55:44,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012025,1.0,8805843.0,2190354.0,10008.0,20250701.0,12025.0,Product 8,2025-07-01 10:55:44,2025-07-01 10:55:44,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012026,1.0,8805843.0,2190354.0,10008.0,20250701.0,12026.0,Product 8,2025-07-01 10:55:44,2025-07-01 10:55:44,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012027,1.0,8805843.0,2190354.0,10008.0,20250701.0,12027.0,Product 8,2025-07-01 10:55:44,2025-07-01 10:55:44,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012028,1.0,8805843.0,2190354.0,10008.0,20250701.0,12028.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012029,1.0,8805843.0,2190354.0,10008.0,20250701.0,12029.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012030,1.0,8805843.0,2190354.0,10008.0,20250701.0,12030.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012031,1.0,8805843.0,2190354.0,10008.0,20250701.0,12031.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012032,1.0,8805843.0,2190354.0,10008.0,20250701.0,12032.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012033,1.0,8805843.0,2190354.0,10008.0,20250701.0,12033.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012034,1.0,8805843.0,2190354.0,10008.0,20250701.0,12034.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012035,1.0,8805843.0,2190354.0,10008.0,20250701.0,12035.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012036,1.0,8805843.0,2190354.0,10008.0,20250701.0,12036.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012037,1.0,8805843.0,2190354.0,10008.0,20250701.0,12037.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012038,1.0,8805843.0,2190354.0,10008.0,20250701.0,12038.0,Product 8,2025-07-01 10:55:45,2025-07-01 10:55:45,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012039,1.0,8805843.0,2190354.0,10008.0,20250701.0,12039.0,Product 8,2025-07-01 10:55:46,2025-07-01 10:55:46,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012040,1.0,8805843.0,2190354.0,10008.0,20250701.0,12040.0,Product 8,2025-07-01 10:55:46,2025-07-01 10:55:46,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012041,1.0,8805843.0,2190354.0,10008.0,20250701.0,12041.0,Product 8,2025-07-01 10:55:46,2025-07-01 10:55:46,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012042,1.0,8805843.0,2190354.0,10008.0,20250701.0,12042.0,Product 8,2025-07-01 10:55:46,2025-07-01 10:55:46,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012043,1.0,8805843.0,2190354.0,10008.0,20250701.0,12043.0,Product 8,2025-07-01 10:55:47,2025-07-01 10:55:47,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012044,1.0,8805843.0,2190354.0,10008.0,20250701.0,12044.0,Product 8,2025-07-01 10:55:47,2025-07-01 10:55:47,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012045,1.0,8805843.0,2190354.0,10008.0,20250701.0,12045.0,Product 8,2025-07-01 10:55:47,2025-07-01 10:55:47,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012046,1.0,8805843.0,2190354.0,10008.0,20250701.0,12046.0,Product 8,2025-07-01 10:55:47,2025-07-01 10:55:47,20251231.0,icn,-1.0,svm_anomaly
인천공장,1.0,ICN_Factory,Factory,Aggregation,1.0,1.0,001.8805843.2190354.010008.20250701.000012047,1.0,8805843.0,2190354.0,10008.0,20250701.0,12047.0,Product 8,2025-07-01 10:55:47,2025-07-01 10:55:47,20251231.0,icn,-1.0,svm_anomaly
